symbol,lastClose,marketCap,companyName,exchange,c,o,vwap
USCB,16.94,339619634.1731551,USCB FINANCIAL HOLDINGS INC,NASDAQ,16.94,17.0,16.94
BOWFF,51.749,3410680000.0,BOARDWALK REAL ESTATE INVEST,OTC,51.749,51.6,51.749
LXU,8.52,612400130.9425837,LSB INDUSTRIES INC,NYSE,8.52,8.34,8.52
PLOW,30.37,704870246.8732531,DOUGLAS DYNAMICS INC,NYSE,30.37,30.51,30.37
SATS,30.86,8868504694.952217,ECHOSTAR CORP-A,NASDAQ,30.86,32.07,30.86
DIISY,17.25,4022800000.0,DIRECT LINE INSURAN-UNSP ADR,OTC,17.25,17.25,17.25
CICB,24.92,516976236.2890705,CION INVESTMENT CORP - CION 7 1/2 12/30/29,NYSE,24.92,24.71,24.92
PHIN,48.26,1920968254.772821,PHINIA INC,NYSE,48.26,48.22,48.26
PLYM,16.1,742135764.0,PLYMOUTH INDUSTRIAL REIT INC,NYSE,16.1,15.9,16.1
QBCRF,29.99,9504250803.0,QUEBECOR INC  -CL B,OTC,29.99,30.07,29.99
BBRYF,16.45,4369679474.0,BURBERRY GROUP PLC,OTC,16.45,16.45,16.45
INVA,18.77,1178289967.292235,INNOVIVA INC,NASDAQ,18.77,19.4,18.77
ATYR,5.3,471723526.82926834,ATYR PHARMA INC,NASDAQ,5.3,5.435,5.3
LKQ,38.6,9964500005.197653,LKQ CORP,NASDAQ,38.6,38.9,38.6
FINGF,43.48,8021691923.0,FINNING INTERNATIONAL INC,OTC,43.48,43.68,43.48
PTY,13.82,2589030000.0,PIMCO CORPORATE & INCOME OPP,NYSE,13.82,13.77,13.82
PFIS,51.23,512028262.2586434,PEOPLES FINANCIAL SERVICES,NASDAQ,51.23,51.66,51.23
PINC,21.08,1735778513.9850883,PREMIER INC-CLASS A,NASDAQ,21.08,21.44,21.08
MSIF,16.2,763810624.8,MSC INCOME FUND INC,NYSE,16.2,16.41,16.2
BCKIF,14.2,5389848326.0,BABCOCK INTL GROUP PLC,OTC,14.2,15.3,14.2
OSPN,15.77,602894465.6233618,ONESPAN INC,NASDAQ,15.77,17.46,15.77
PBI.PRB,20.11,1995599614.034296,PITNEY BOWES INC - PBI 6.7 03/07/43,NYSE,20.11,19.8,20.11
YLLXF,6.85,1043947028.9999999,YELLOW CAKE PLC,OTC,6.85,6.85,6.85
FULT,19.11,3474092765.040185,FULTON FINANCIAL CORP,NASDAQ,19.11,19.22,19.11
FMCKL,11.3,4771437391.6751,Federal Home Loan Mortgage Corporation,OTC,11.3,11.3,11.3
WMK,74.65,2007968721.2244353,WEIS MARKETS INC,NYSE,74.65,74.75,74.65
NBXG,14.33,1142040000.0,NBRGR BRMN NEX GEN CONNECT,NYSE,14.33,14.36,14.33
EPAC,37.64,2030201071.2736816,ENERPAC TOOL GROUP CORP,NYSE,37.64,37.62,37.64
TASK,16.84,1509508122.0472255,TASKUS INC-A,NASDAQ,16.84,16.88,16.84
SLFPY,10.77,3404381635.0,ABRDN GROUP PLC-UNSPON ADR,OTC,10.77,10.77,10.77
AVO,12.14,857305086.2421813,MISSION PRODUCE INC,NASDAQ,12.14,12.37,12.14
FSBC,30.01,641043313.9594194,FIVE STAR BANCORP,NASDAQ,30.01,30.31,30.01
ORA,87.85,5329211733.486166,ORMAT TECHNOLOGIES INC,NYSE,87.85,87.39,87.85
MCY,66.04,3657865001.375001,MERCURY GENERAL CORP,NYSE,66.04,65.93,66.04
HTD,23.85,853550000.0,JOHN HANCOCK TAX ADV DVD INC,NYSE,23.85,24.04,23.85
ALHC,13.37,2645165655.450672,ALIGNMENT HEALTHCARE INC,NASDAQ,13.37,13.4,13.37
MD,13.12,1127083193.1496296,PEDIATRIX MEDICAL GROUP INC,NYSE,13.12,13.4,13.12
ELXXF,9.02,341261252.0,ELIXIRR INTERNATIONAL PLC,OTC,9.02,9.02,9.02
TSLX,24.33,2286153040.6661177,SIXTH STREET SPECIALTY LENDI,NYSE,24.33,24.29,24.33
CXT,58.61,3362210104.332715,CRANE NXT CO,NYSE,58.61,58.91,58.61
IART,12.59,978397518.5899774,INTEGRA LIFESCIENCES HOLDING,NASDAQ,12.59,12.93,12.59
AOCIF,18.06,559541117.0,AUTOCANADA INC,OTC,18.06,18.06,18.06
FDP,33.79,1619486205.9668949,FRESH DEL MONTE PRODUCE INC,NYSE,33.79,33.66,33.79
INSW,40.04,1975501733.178598,INTERNATIONAL SEAWAYS INC,NYSE,40.04,39.53,40.04
LANDP,19.945,382471825.0,GLADSTONE LAND CORP - LAND 6 PERP,NASDAQ,19.945,20.0,19.945
AIAGY,57.215,4145424852.0,AURUBIS AG-UNSPON ADR,OTC,57.215,57.215,57.215
RTO,22.98,8609559347.0,RENTOKIL INITIAL PLC-SP ADR,NYSE,22.98,23.13,22.98
RM,32.35,320932048.2567567,REGIONAL MANAGEMENT CORP,NYSE,32.35,33.22,32.35
BWMX,9.44,352268224.3624596,BETTERWARE DE MEXICO SAPI DE,NYSE,9.44,9.26,9.44
NEON,25.49,427796713.74365073,NEONODE INC,NASDAQ,25.49,25.21,25.49
NQP,11.05,413860000.0,NUVEEN PA QLTY MUNI INC,NYSE,11.05,11.11,11.05
VKQ,9.15,508530000.0,INVESCO MUNICIPAL TRUST,NYSE,9.15,9.22,9.15
GDIFF,22.77,759159591.0,GDI INTEGRATED FACILITY SERV,OTC,22.77,22.8505,22.77
CRCT,5.3,1122500956.0390763,CRICUT INC - CLASS A,NASDAQ,5.3,5.62,5.3
CRNLF,6.5,4073710405.0,CAPRICORN METALS LTD,OTC,6.5,5.68,6.5
LOCO,10.96,329371937.0331839,EL POLLO LOCO HOLDINGS INC,NASDAQ,10.96,11.1,10.96
LFBCF,6.8,448670000.0,LIFE BANC & SPLIT CORP-A,OTC,6.8,6.8,6.8
WKRCF,28.695,1698114887.0,WACKER NEUSON SE,OTC,28.695,28.765,28.695
GEO,25.93,3693283362.0,GEO GROUP INC/THE,NYSE,25.93,26.1,25.93
CAG,19.4,9260831562.349922,CONAGRA BRANDS INC,NYSE,19.4,19.53,19.4
JANX,25.15,1488255199.7579072,JANUX THERAPEUTICS INC,NASDAQ,25.15,25.68,25.15
UEC,6.59,2928260900.076555,URANIUM ENERGY CORP,AMEX,6.59,6.07,6.59
ZVRA,12.53,685135937.360233,ZEVRA THERAPEUTICS INC,NASDAQ,12.53,12.09,12.53
PRSU,31.82,899101623.1532433,PURSUIT ATTRACTIONS AND HOSP,NYSE,31.82,31.91,31.82
ORN,8.58,339373082.934104,ORION GROUP HOLDINGS INC,NYSE,8.58,8.61,8.58
PTLO,11.47,858131779.4848747,PORTILLO'S INC-CL A,NASDAQ,11.47,11.44,11.47
HCKT,24.66,681977838.7452532,HACKETT GROUP INC/THE,NASDAQ,24.66,25.13,24.66
ORINY,39.105,9385325997.0,ORION OYJ-UNSPON ADR,OTC,39.105,39.105,39.105
STK,30.93,535679999.99999994,COLUMBIA SELIG PREM TECH GW,NYSE,30.93,30.82,30.93
SEI,31.2,2107332286.7491856,SOLARIS ENERGY INFRASTRUCTUR,NYSE,31.2,30.86,31.2
SNMSF,17.93,2555499124.0,SPIN MASTER CORP-SUB VTG SHR,OTC,17.93,17.75,17.93
CCCM,10.68,363529396.44,COLUMBUS CIRCLE CAPITAL CO-A,NASDAQ,10.68,10.76,10.68
TPB,72.26,1293522990.550709,TURNING POINT BRANDS INC,NYSE,72.26,72.68,72.26
SKX,63.16,9448933634.291054,SKECHERS USA INC-CL A,NYSE,63.16,63.06,63.16
MNOIY,16.9184,2464428484.0,MANDARIN ORIENT-UNSPON ADR,OTC,16.9184,16.9184,16.9184
PAXS,15.09,681300000.0,PIMCO ACCESS INCOME FUND,NYSE,15.09,15.02,15.09
GRDN,20.4,1320404427.8119004,GUARDIAN PHRMCY SERVICES-A,NYSE,20.4,20.61,20.4
UUGRY,29.52,7459859113.0,UNITED UTILITIES GROUP-ADR,OTC,29.52,29.58,29.52
RWAYZ,25.262,411195209.8301371,RUNWAY GROWTH FINANCE CO - RWAY 8 12/31/27,NASDAQ,25.262,25.31,25.262
ADMA,18.51,4418970857.762859,ADMA BIOLOGICS INC,NASDAQ,18.51,18.29,18.51
HAFC,25.8,779472034.4107485,HANMI FINANCIAL CORPORATION,NASDAQ,25.8,25.95,25.8
ZIM,15.94,1920092727.8840399,ZIM INTEGRATED SHIPPING SERV,NYSE,15.94,16.0,15.94
ZGN,8.87,3615068062.8322372,ERMENEGILDO ZEGNA NV,NYSE,8.87,9.05,8.87
INDB,65.98,3300771348.156357,INDEPENDENT BANK CORP/MA,NASDAQ,65.98,66.84,65.98
GRNT,5.78,757833523.0120485,GRANITE RIDGE RESOURCES INC,NYSE,5.78,5.78,5.78
AEGOF,7.06,9483862035.0,AEGON LTD,OTC,7.06,7.06,7.06
CMRE.PRC,26.64,1137234921.1659575,COSTAMARE INC - CMRE 8 1/2 PERP,NYSE,26.64,26.27,26.64
WSC,30.4,5544643048.292047,WILLSCOT HOLDINGS CORP,NASDAQ,30.4,30.24,30.4
PLAY,32.28,1116114795.7910264,DAVE & BUSTER'S ENTERTAINMEN,NASDAQ,32.28,32.32,32.28
FDVWF,78.45,1225999985.0,FRIEDRICH VORWERK GROUP SE,OTC,78.45,78.45,78.45
CNXC,58.62,3694532635.15005,CONCENTRIX CORP,NASDAQ,58.62,58.79,58.62
ROG,73.27,1357316983.9810014,ROGERS CORP,NYSE,73.27,73.02,73.27
MRLWF,6.0083,345499205.0,MARLOWE PLC,OTC,6.0083,6.07,6.0083
AIO,24.33,845750000.0,VIRTUS ARTIFIC INTEL & TECH,NYSE,24.33,24.34,24.33
HTFC,24.65,323650000.0,HORIZON TECHNOLOGY FINAN - HRZN 6 1/4 06/15/27,NYSE,24.65,24.65,24.65
CHACU,10.39,303672803.34,CRANE HARBOR ACQUISITION COR,NASDAQ,10.39,10.36,10.39
CUZ,28.92,4871117052.0,COUSINS PROPERTIES INC,NYSE,28.92,28.72,28.92
CPYYY,8.495,7388790975.0,CENTRICA PLC-SP ADR,OTC,8.495,8.55,8.495
ABR.PRD,18.3,2161802616.0,ARBOR REALTY TRUST INC - ABR 6 3/8 PERP,NYSE,18.3,18.3,18.3
XPER,7.8,356359128.4818067,XPERI INC,NYSE,7.8,7.91,7.8
LDSCY,7.785,4312425741.0,LAND SECURITIES GR-UNSP ADR,OTC,7.785,7.75,7.785
RWT.PRA,25.4256,801367763.0,REDWOOD TRUST INC - RWT 10 PERP,NYSE,25.4256,25.42,25.4256
DXPE,91.46,1435386048.1079695,DXP ENTERPRISES INC,NASDAQ,91.46,93.11,91.46
ETY,15.63,2461760000.0,EATON VANCE TAX-MGD DIV EQTY,NYSE,15.63,15.61,15.63
ESQ,96.52,816703457.1215566,ESQUIRE FINANCIAL HOLDINGS I,NASDAQ,96.52,97.85,96.52
ASGTF,38.942,2330781021.0,ALTUS GROUP LTD,OTC,38.942,39.21,38.942
NN,16.14,2136890370.2546122,NEXTNAV INC,NASDAQ,16.14,16.28,16.14
ACLX,68.98,3801260524.623875,ARCELLX INC,NASDAQ,68.98,68.01,68.98
TPNTF,26.0,441770000.0,THIRD POINT INVESTORS LTD,OTC,26.0,25.441,26.0
WBS.PRG,23.4201,9905328860.854311,WEBSTER FINANCIAL CORP - WBS 6 1/2 PERP,NYSE,23.4201,23.38,23.4201
MEIYF,12.284,1017786965.0,MERCIALYS,OTC,12.284,12.284,12.284
AIN,69.71,2105242053.0188732,ALBANY INTL CORP-CL A,NYSE,69.71,70.29,69.71
UCB,31.2,3790777633.92485,UNITED COMMUNITY BANKS/GA,NYSE,31.2,31.33,31.2
CLPT,11.4,322221016.20401335,CLEARPOINT NEURO INC,NASDAQ,11.4,11.85,11.4
CMPR,47.74,1187712478.6370282,CIMPRESS PLC,NASDAQ,47.74,48.66,47.74
MNARF,13.7,655710000.0,MORGUARD NORTH AMERICAN RESI,OTC,13.7,13.81,13.7
DAWN,6.79,688251193.6815021,DAY ONE BIOPHARMACEUTICALS I,NASDAQ,6.79,7.1,6.79
TBCCF,59.9503,2765624150.0,TBC BANK GROUP PLC,OTC,59.9503,59.8168,59.9503
BPYPM,15.6775,666820000.0,BROOKFIELD PROP PFD LP - BPY 6 1/4 07/26/2081,NASDAQ,15.6775,15.7,15.6775
AHEXY,15.76,4356440918.0,ADECCO GROUP AG-REG-UNSP ADR,OTC,15.76,15.855,15.76
KMX,64.34,9655643049.86824,CARMAX INC,NYSE,64.34,66.08,64.34
IAS,7.84,1293727691.9756985,INTEGRAL AD SCIENCE HOLDING,NASDAQ,7.84,8.17,7.84
EXALF,94.0001,1628453101.0,EXAIL TECHNOLOGIES,OTC,94.0001,97.0,94.0001
OEC,11.24,632470843.1625441,ORION SA,NYSE,11.24,11.14,11.24
KMDA,7.75,445663994.7211538,KAMADA LTD,NASDAQ,7.75,8.01,7.75
AGGZF,31.32,809308993.0,AG GROWTH INTERNATIONAL INC,OTC,31.32,31.31,31.32
MGY,23.82,4584693132.555133,MAGNOLIA OIL & GAS CORP - A,NYSE,23.82,23.65,23.82
JMPLF,24.0,3137384605.0,JOHNSON MATTHEY PLC,OTC,24.0,24.0,24.0
GDYN,10.63,898741517.6480838,GRID DYNAMICS HOLDINGS INC,NASDAQ,10.63,11.37,10.63
HUT,21.83,2515318881.382753,HUT 8 CORP,NASDAQ,21.83,22.61,21.83
RNKGF,83.5,7125000000.0,RENK GROUP AG,OTC,83.5,83.1,83.5
JHG,41.26,6500835445.754166,JANUS HENDERSON GROUP PLC,NYSE,41.26,41.08,41.26
TOTZF,7.78,395382591.0,TOTAL ENERGY SERVICES INC,OTC,7.78,7.78,7.78
TVAVF,19.65,5552918794.0,TEL AVIV STOCK EXCHANGE LTD,OTC,19.65,19.65,19.65
MJDLF,6.62,728420480.0,MAJOR DRILLING GROUP INTL,OTC,6.62,6.6,6.62
LNXSY,6.125,2331350258.0,LANXESS AG-UNSPON ADR,OTC,6.125,6.15,6.125
ARR,16.85,1384019129.0,ARMOUR RESIDENTIAL REIT INC,NYSE,16.85,16.89,16.85
WT,12.73,1871708727.7517786,WISDOMTREE INC,NYSE,12.73,12.67,12.73
WGS,82.56,2355701349.180532,GENEDX HOLDINGS CORP,NASDAQ,82.56,86.6,82.56
XYF,19.16,830999000.0,X FINANCIAL-ADR,NYSE,19.16,19.96,19.16
MALRY,18.0,4975304063.0,MINERAL RESOURCES LTD-ADR,OTC,18.0,17.4501,18.0
EQGPF,75.33,3906597561.0,EQB INC,OTC,75.33,75.44,75.33
FLS,53.62,7011868732.039528,FLOWSERVE CORP,NYSE,53.62,53.54,53.62
FREJP,17.62,4771437391.6751,Federal Home Loan Mortgage Corporation,OTC,17.62,17.62,17.62
TSRYY,5.27,6507640522.0,TREASURY WINE ESTATES-ADR,OTC,5.27,5.33,5.27
GOGO,15.4,2036859112.0647252,GOGO INC,NASDAQ,15.4,15.32,15.4
VOPKY,47.9,4590929582.0,VOPAK-UNSPONSORED ADR,OTC,47.9,47.9,47.9
EVER,24.36,880773412.9542586,EVERQUOTE INC - CLASS A,NASDAQ,24.36,25.17,24.36
CADE,35.11,6415754893.330154,CADENCE BANK,NYSE,35.11,35.33,35.11
SMTC,48.1,4167172344.151565,SEMTECH CORP,NASDAQ,48.1,47.835,48.1
BLKB,63.63,3087181592.202947,BLACKBAUD INC,NASDAQ,63.63,65.36,63.63
ARDT,14.17,2026928662.0014017,ARDENT HEALTH INC,NYSE,14.17,14.14,14.17
EQV.U,10.91,466674075.0,EQV VENTURES ACQUISITION COR,NYSE,10.91,10.91,10.91
HBCP,55.31,431493683.1727758,HOME BANCORP INC,NASDAQ,55.31,56.035,55.31
USPH,74.5,1131780817.7723875,U.S. PHYSICAL THERAPY INC,NYSE,74.5,75.86,74.5
ECC,7.6,931420000.0,EAGLE POINT CREDIT CO INC,NYSE,7.6,7.61,7.6
SOBO,26.2,7433476537.0,SOUTH BOW CORP,NYSE,26.2,26.09,26.2
SIMA,10.43,319853336.81,SIM ACQUISITION CORP I-A,NASDAQ,10.43,10.42,10.43
STWD,20.89,7118368276.0,STARWOOD PROPERTY TRUST INC,NYSE,20.89,20.87,20.89
MEG,22.99,786631433.8756894,MONTROSE ENVIRONMENTAL GROUP,NYSE,22.99,23.62,22.99
RHI,42.06,4297007770.883038,ROBERT HALF INC,NYSE,42.06,42.43,42.06
AG,9.27,5727859020.0,FIRST MAJESTIC SILVER CORP,NYSE,9.27,8.915,9.27
BWAY,12.31,806164542.0,BRAINSWAY LTD-ADR,NASDAQ,12.31,12.49,12.31
IGR,5.19,744270000.0,CBRE GLOBAL REAL ESTATE INC,NYSE,5.19,5.24,5.19
PRDO,29.31,1920867675.5882156,PERDOCEO EDUCATION CORP,NASDAQ,29.31,29.58,29.31
PZZA,47.02,1539361173.8475635,PAPA JOHN'S INTL INC,NASDAQ,47.02,47.87,47.02
DRH.PRA,25.0956,1691881262.0,DIAMONDROCK HOSPITALITY - DRH 8 1/4 PERP,NYSE,25.0956,25.13,25.0956
AVK,12.35,542150000.0,ADVENT CONVERT & INCOME,NYSE,12.35,12.36,12.35
CIM.PRC,22.63,1144925554.0,CHIMERA INVESTMENT CORP - CIM 7 3/4 PERP,NYSE,22.63,23.09,22.63
JOE,51.69,3009511659.068631,ST JOE CO/THE,NYSE,51.69,51.14,51.69
VITL,38.17,1700561410.679774,VITAL FARMS INC,NASDAQ,38.17,38.97,38.17
NECB,23.67,331933304.480433,NORTHEAST COMMUNITY BANCORP,NASDAQ,23.67,23.83,23.67
INJJQ,6.57,7668210270.0,INTRUM AB,OTC,6.57,6.57,6.57
MRC,12.79,1088180643.0694444,MRC GLOBAL INC,NYSE,12.79,12.91,12.79
GIGNY,28.83,8927955584.0,GENTING SINGAPORE-UNSPON ADR,OTC,28.83,28.83,28.83
OXLCN,24.23,1876180000.0,OXFORD LANE CAPITAL CORP - OXLC 7 1/8 06/30/29,NASDAQ,24.23,24.22,24.23
AMRC,17.96,944760317.2274774,AMERESCO INC-CL A,NYSE,17.96,17.43,17.96
ATMU,37.79,3123869732.5328207,ATMUS FILTRATION TECHNOLOGIE,NYSE,37.79,38.87,37.79
KYMR,44.48,3120897775.8478208,KYMERA THERAPEUTICS INC,NASDAQ,44.48,44.57,44.48
JSM,18.83,1541529294.3425272,NAVIENT CORP - NAVI 6 12/15/43,NASDAQ,18.83,19.0527,18.83
MUX,10.97,592244768.974624,MCEWEN INC,NYSE,10.97,10.69,10.97
DLVHF,30.0,7570793867.0,DELIVERY HERO SE,OTC,30.0,30.0,30.0
WEDXF,22.56,1022985412.0,WESTAIM CORP/THE,OTC,22.56,21.91,22.56
FISI,27.02,543364443.7638432,FINANCIAL INSTITUTIONS INC,NASDAQ,27.02,27.12,27.02
ACDVF,16.69,7516311646.0,AIR CANADA,OTC,16.69,16.91,16.69
TNK,44.08,1522598109.2728493,TEEKAY TANKERS LTD-CLASS A,NYSE,44.08,44.0,44.08
IQI,9.35,499220000.0,INVESCO QUALITY MUNI INC TR,NYSE,9.35,9.38,9.35
HCXLY,34.0,4130648398.0000005,HISCOX LTD-UNSPONSORED ADR,OTC,34.0,34.45,34.0
FUPBY,13.99,5629070160.0,FUCHS PETROLUB SE-PREF ADR,OTC,13.99,13.93,13.99
ERMAY,5.95,1450935345.0,ERAMET-UNSPONSORED ADR,OTC,5.95,5.89,5.95
UAA,6.85,2834533281.807909,UNDER ARMOUR INC-CLASS A,NYSE,6.85,7.0,6.85
SECYF,11.68,3477839466.0,SECURE WASTE INFRASTRUCTURE,OTC,11.68,11.5629,11.68
AGFMF,9.4,838577588.0,AGF MANAGEMENT LTD-CLASS B,OTC,9.4,9.4,9.4
ORKA,14.23,532778497.0469083,ORUKA THERAPEUTICS INC,NASDAQ,14.23,13.93,14.23
ZION,56.2,8293479748.596805,ZIONS BANCORP NA,NASDAQ,56.2,55.94,56.2
HYAC,11.06,326796456.0,HAYMAKER ACQUISITION CORP 4,NYSE,11.06,11.15,11.06
ONB,23.16,8567557882.977419,OLD NATIONAL BANCORP,NASDAQ,23.16,23.25,23.16
KLG,22.89,1974553846.843832,WK KELLOGG CO,NYSE,22.89,22.86,22.89
NUS,9.25,457070158.78885317,NU SKIN ENTERPRISES INC - A,NYSE,9.25,9.31,9.25
GPATU,10.66,378421885.47513026,GP-ACT III ACQUISITION CORP,NASDAQ,10.66,10.62,10.66
WFHG,7.41,470597404.0,WORLD FINANCIAL HOLDING GROU,OTC,7.41,7.4101,7.41
VLNSF,11.04,301550378.0,VELAN INC,OTC,11.04,11.04,11.04
BLFS,21.95,1049982971.3754402,BIOLIFE SOLUTIONS INC,NASDAQ,21.95,22.52,21.95
IPG,24.75,9150934089.33,INTERPUBLIC GROUP OF COS INC,NYSE,24.75,24.72,24.75
FTHY,14.59,539090000.0,FIRST TRUST HI YLD OPP 2027,NYSE,14.59,14.62,14.59
GOF,15.08,2434470000.0,GUGGENHEIM STRATEGIC OPPORT,NYSE,15.08,15.03,15.08
EYPT,10.36,712889623.2151899,EYEPOINT PHARMACEUTICALS INC,NASDAQ,10.36,11.0,10.36
RXST,8.0,325095857.21040183,RXSIGHT INC,NASDAQ,8.0,8.325,8.0
OGE,44.28,8914900681.115902,OGE ENERGY CORP,NYSE,44.28,44.29,44.28
CASS,44.03,588240756.8333333,CASS INFORMATION SYSTEMS INC,NASDAQ,44.03,44.7,44.03
DHCNL,16.76,916753352.0,DIVERSIFIED HEALTHCARE T - DHC 6 1/4 02/01/46,NASDAQ,16.76,16.76,16.76
TBLD,19.19,618540000.0,THORNBURG INCOME BUILDER OPP,NASDAQ,19.19,18.79,19.19
PCFBY,5.32,9805505787.0,PACIFIC BASIN SHIP-UNSP ADR,OTC,5.32,5.35,5.32
GRAL,40.73,1465200295.4796033,GRAIL INC,NASDAQ,40.73,42.65,40.73
NVG,11.92,2558000000.0,NUVEEN AMT-FR MUNI CRDT,NYSE,11.92,11.92,11.92
MRNO,9.0875,720781145.7794117,MURANO GLOBAL INVESTMENTS PL,NASDAQ,9.0875,9.155,9.0875
EFXT,7.78,1325407410.0,ENERFLEX LTD,NYSE,7.78,7.84,7.78
TGONF,16.8,2263050000.0,TETRAGON FINANCIAL GROUP LTD,OTC,16.8,16.1,16.8
AZTA,33.47,1532254839.7622254,AZENTA INC,NASDAQ,33.47,33.48,33.47
AAUC,13.57,2091823899.9999998,ALLIED GOLD CORP,NYSE,13.57,13.4,13.57
SLRC,16.42,895787125.1674819,SLR INVESTMENT CORP,NASDAQ,16.42,16.33,16.42
HE,10.57,1823264291.4779344,HAWAIIAN ELECTRIC INDS,NYSE,10.57,10.6,10.57
HDIUF,21.8,786241529.0,ADENTRA INC,OTC,21.8,22.13,21.8
EGBN,21.01,638228905.8291883,EAGLE BANCORP INC,NASDAQ,21.01,21.09,21.01
CCIX,10.54,386422749.99999994,CHURCHILL CAPITAL CORP IX,NASDAQ,10.54,10.52,10.54
AAVVF,8.42,1872238321.0,ADVANTAGE ENERGY LTD,OTC,8.42,8.3,8.42
TTMI,44.11,4482914095.145396,TTM TECHNOLOGIES,NASDAQ,44.11,43.46,44.11
VRE,14.67,1378354355.0,VERIS RESIDENTIAL INC,NYSE,14.67,14.62,14.67
RLJ.PRA,24.35,1186338408.0,RLJ LODGING TRUST - RLJ 1.95 PERP,NYSE,24.35,24.25,24.35
INN,5.59,713820295.0,SUMMIT HOTEL PROPERTIES INC,NYSE,5.59,5.5,5.59
DDWWF,5.052,337630000.0,DIVIDEND GROWTH SPLIT CORP-A,OTC,5.052,5.052,5.052
MAGN,13.2,469919989.4169096,MAGNERA CORP,NYSE,13.2,13.71,13.2
AUPH,8.8,1188917826.2038076,AURINIA PHARMACEUTICALS INC,NASDAQ,8.8,8.81,8.8
HKMPY,54.4145,4402012094.0,HIKMA PHARMACEUTICAL-SPN ADR,OTC,54.4145,54.4145,54.4145
OII,21.93,2206037957.2185917,OCEANEERING INTL INC,NYSE,21.93,21.71,21.93
GNL.PRB,21.18,1696386404.0,GLOBAL NET LEASE INC - GNL 6 7/8 PERP,NYSE,21.18,21.22,21.18
VOSSY,10.2,1711805007.0,VOSSLOH AG-UNSPONSORED ADR,OTC,10.2,10.2,10.2
OXINF,27.5,1166896021.0,OXFORD INSTRUMENTS PLC,OTC,27.5,27.5,27.5
TXG,12.8,1598074947.955626,10X GENOMICS INC-CLASS A,NASDAQ,12.8,12.37,12.8
EGHSF,17.564,1321525511.0,ENGHOUSE SYSTEMS LTD,OTC,17.564,17.531,17.564
GB,7.34,1463347640.9083447,GLOBAL BLUE GROUP HOLDING AG,NYSE,7.34,7.31,7.34
GXO,51.77,5923471150.982192,GXO LOGISTICS INC,NYSE,51.77,52.03,51.77
SEDG,25.62,1512713192.0217628,SOLAREDGE TECHNOLOGIES INC,NASDAQ,25.62,27.32,25.62
FTDR,58.01,4268712346.4359355,FRONTDOOR INC,NASDAQ,58.01,58.16,58.01
DPLMF,66.5018,6627987457.0,DIPLOMA PLC,OTC,66.5018,66.5018,66.5018
ASTL,6.98,732437972.2893083,ALGOMA STEEL GROUP INC,NASDAQ,6.98,6.91,6.98
MSB,25.06,318550000.0,MESABI TRUST,NYSE,25.06,24.48,25.06
QTGPF,65.78,1574005767.0,QT GROUP OYJ,OTC,65.78,65.78,65.78
CRERF,14.234,9020298222.0,CARREFOUR SA,OTC,14.234,14.234,14.234
AWR,75.65,2913188183.9443655,AMERICAN STATES WATER CO,NYSE,75.65,76.85,75.65
ANSCU,10.77,467906235.0138122,AGRICULTURE & NATURAL SOLUTI,NASDAQ,10.77,10.78,10.77
MYN,9.43,363210000.0,BLACKROCK MUNIYIELD NY QLTY,NYSE,9.43,9.43,9.43
VFC,12.33,4805547625.232018,VF CORP,NYSE,12.33,12.6,12.33
VCEL,39.93,2010194689.3453798,VERICEL CORP,NASDAQ,39.93,40.88,39.93
BUSE,23.96,2144193530.59357,FIRST BUSEY CORP,NASDAQ,23.96,24.06,23.96
ARAI,9.35,308452471.0554951,ARRIVE AI INC,NASDAQ,9.35,9.23,9.35
NEWTI,25.0,305304108.3671417,NEWTEKONE INC - NEWT 8 09/01/28,NASDAQ,25.0,25.0,25.0
IDT,59.89,1511020584.958867,IDT CORP-CLASS B,NYSE,59.89,62.64,59.89
CRSR,9.55,1010592026.712963,CORSAIR GAMING INC,NASDAQ,9.55,9.59,9.55
NSP,58.45,2199270499.0626545,INSPERITY INC,NYSE,58.45,59.79,58.45
KIDS,21.89,542194494.2619153,ORTHOPEDIATRICS CORP,NASDAQ,21.89,22.21,21.89
FLOC,18.29,1656204670.294936,FLOWCO HOLDINGS INC-CL A,NYSE,18.29,17.47,18.29
SFL,9.19,1334722725.18674,SFL CORP LTD,NYSE,9.19,9.08,9.19
HALO,57.15,7042080318.58407,HALOZYME THERAPEUTICS INC,NASDAQ,57.15,57.37,57.15
EQV,10.47,466674075.0,EQV VENTURES ACQUISITION C-A,NYSE,10.47,10.46,10.47
GMVHF,13.046,6014254797.0,ENTAIN PLC,OTC,13.046,13.096,13.046
BPOPO,24.81,7769806878.103815,Popular Inc,OTC,24.81,25.02,24.81
TTC,74.99,7400408801.380959,TORO CO,NYSE,74.99,75.05,74.99
PEB.PRF,18.5063,1318592147.0,PEBBLEBROOK HOTEL TRUST - PEB 6.3 PERP,NYSE,18.5063,18.4,18.5063
VLY,9.51,5328844768.367049,VALLEY NATIONAL BANCORP,NASDAQ,9.51,9.5,9.51
PAR,69.06,2796757732.950151,PAR TECHNOLOGY CORP/DEL,NYSE,69.06,68.72,69.06
EXG,8.89,2716710000.0,EATON VANCE TAX-MANAGED GLOB,NYSE,8.89,8.89,8.89
BXMX,14.0,1451020000.0,NUVEEN S&P 500 BUY-WR INC,NYSE,14.0,13.97,14.0
